experiment,condition,id,phase,block,word_type,item,word,word_i,exposure,accuracy,selection,correct1,correct2,correct3,value,value1,value2,value3
4,switch,32,test,pre-flush,target,70,fendle,2,4,0,random1_2,0,0,0,hat,bike,clarinet,boat
4,switch,32,test,pre-flush,target,71,mipen,3,4,1,target_2,0,1,1,drill,boat,drill,drill
4,switch,32,test,pre-flush,target,72,dax,4,4,0,foil1_4,0,0,0,computer,computer,accordion,camera
4,switch,32,debrief,debrief,NA,Cheat,NA,NA,NA,NA,NA,NA,NA,NA,My data is good,NA,NA,NA
4,switch,32,debrief,debrief,NA,Strategies,NA,NA,NA,NA,NA,NA,NA,NA,Word association%2C connecting mental imagery to the words,NA,NA,NA
4,switch,32,debrief,debrief,NA,WriteDown,NA,NA,NA,NA,NA,NA,NA,NA,No%2C just from memory,NA,NA,NA
4,switch,32,debrief,debrief,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,This was very entertaining%2C thank you!,NA,NA,NA
4,switch,33,learning,warm-up,filler,1,glemp,5,1,0,obj1_1,0,NA,NA,glove,glove,NA,NA
4,switch,33,learning,warm-up,filler,2,heek,6,1,0,obj1_1,0,NA,NA,broccoli,broccoli,NA,NA
4,switch,33,learning,warm-up,filler,3,toma,7,1,0,obj1_1,0,NA,NA,bus,bus,NA,NA
4,switch,33,learning,warm-up,filler,4,blicket,8,1,0,obj3_1,0,NA,NA,saw,saw,NA,NA
4,switch,33,learning,warm-up,filler,5,nortle,9,1,0,obj1_1,0,NA,NA,acorn,acorn,NA,NA
4,switch,33,learning,warm-up,filler,6,vep,10,1,0,obj3_1,0,NA,NA,notebook,notebook,NA,NA
4,switch,33,learning,warm-up,filler,7,kuabid,11,1,0,obj3_1,0,NA,NA,helicopter,helicopter,NA,NA
4,switch,33,learning,warm-up,filler,8,wug,12,1,0,obj1_1,0,NA,NA,shoe,shoe,NA,NA
4,switch,33,learning,warm-up,filler,9,smick,13,1,0,obj1_1,0,NA,NA,sandwich,sandwich,NA,NA
4,switch,33,learning,warm-up,filler,10,channer,14,1,0,obj3_1,0,NA,NA,screwdriver,screwdriver,NA,NA
4,switch,33,learning,pre-flush,target,11,yate,1,1,0,obj4_1,0,NA,NA,ball,ball,NA,NA
4,switch,33,learning,pre-flush,target,12,fendle,2,1,0,obj1_1,0,NA,NA,bike,bike,NA,NA
4,switch,33,learning,pre-flush,target,13,mipen,3,1,0,obj4_1,0,NA,NA,bat,bat,NA,NA
4,switch,33,learning,pre-flush,target,14,dax,4,1,0,obj3_1,0,NA,NA,clarinet,clarinet,NA,NA
4,switch,33,learning,pre-flush,target,15,yate,1,2,0,obj4_1,0,0,NA,camera,ball,camera,NA
4,switch,33,learning,pre-flush,target,16,fendle,2,2,0,obj4_3,0,0,NA,banana,bike,banana,NA
4,switch,33,learning,pre-flush,target,17,mipen,3,2,0,obj4_4,0,0,NA,bed,bat,bed,NA
4,switch,33,learning,pre-flush,target,18,dax,4,2,1,obj1_3,0,1,NA,computer,clarinet,computer,NA
4,switch,33,learning,pre-flush,target,19,yate,1,3,0,obj3_3,0,0,0,banana,ball,camera,banana
4,switch,33,learning,pre-flush,target,20,fendle,2,3,0,obj3_1,0,0,0,bat,bike,banana,bat
4,switch,33,learning,pre-flush,target,21,mipen,3,3,0,obj3_2,0,0,0,bike,bat,bed,bike
4,switch,33,learning,pre-flush,target,22,dax,4,3,0,obj2_2,0,1,0,camera,clarinet,computer,camera
4,switch,33,learning,flush,filler,23,glemp,5,2,1,obj2_1,0,1,NA,helmet,glove,helmet,NA
4,switch,33,learning,flush,filler,24,heek,6,2,1,obj1_1,0,1,NA,drum,broccoli,drum,NA
4,switch,33,learning,flush,filler,25,toma,7,2,1,obj1_1,0,1,NA,flute,bus,flute,NA
4,switch,33,learning,flush,filler,26,blicket,8,2,0,obj4_1,0,0,NA,plane,saw,plane,NA
4,switch,33,learning,flush,filler,27,nortle,9,2,1,obj2_1,0,1,NA,car,acorn,car,NA
4,switch,33,learning,flush,filler,28,vep,10,2,0,obj3_1,0,0,NA,marker,notebook,marker,NA
4,switch,33,learning,flush,filler,29,kuabid,11,2,1,obj1_3,0,1,NA,dresser,helicopter,dresser,NA
4,switch,33,learning,flush,filler,30,wug,12,2,0,obj4_3,0,0,NA,palm,shoe,palm,NA
4,switch,33,learning,flush,filler,31,smick,13,2,1,obj2_1,0,1,NA,pencil,sandwich,pencil,NA
4,switch,33,learning,flush,filler,32,channer,14,2,1,obj2_3,0,1,NA,lamp,screwdriver,lamp,NA
4,switch,33,learning,flush,filler,33,glemp,5,3,1,obj1_2,0,1,1,helmet,glove,helmet,helmet
4,switch,33,learning,flush,filler,34,heek,6,3,1,obj1_1,0,1,1,drum,broccoli,drum,drum
4,switch,33,learning,flush,filler,35,toma,7,3,1,obj1_1,0,1,1,flute,bus,flute,flute
4,switch,33,learning,flush,filler,36,blicket,8,3,1,obj1_4,0,0,1,desk,saw,plane,desk
4,switch,33,learning,flush,filler,37,nortle,9,3,1,obj1_2,0,1,1,car,acorn,car,car
4,switch,33,learning,flush,filler,38,vep,10,3,0,obj2_4,0,0,0,phone,notebook,marker,phone
4,switch,33,learning,flush,filler,39,kuabid,11,3,1,obj1_3,0,1,1,dresser,helicopter,dresser,dresser
4,switch,33,learning,flush,filler,40,wug,12,3,0,obj3_3,0,0,0,mitt,shoe,palm,mitt
4,switch,33,learning,flush,filler,41,smick,13,3,1,obj1_2,0,1,1,pencil,sandwich,pencil,pencil
4,switch,33,learning,flush,filler,42,channer,14,3,1,obj1_4,0,1,1,lamp,screwdriver,lamp,lamp
4,switch,33,learning,post-flush,target,43,zum,15,1,0,obj1_1,0,NA,NA,sock,sock,NA,NA
4,switch,33,learning,post-flush,target,44,ruftin,16,1,0,obj4_1,0,NA,NA,ruler,ruler,NA,NA
4,switch,33,learning,post-flush,target,45,loog,17,1,0,obj2_1,0,NA,NA,violin,violin,NA,NA
4,switch,33,learning,post-flush,target,46,plyder,18,1,0,obj2_1,0,NA,NA,train,train,NA,NA
4,switch,33,learning,post-flush,target,47,zum,15,2,1,obj1_1,0,1,NA,tuba,sock,tuba,NA
4,switch,33,learning,post-flush,target,48,ruftin,16,2,1,obj1_4,0,1,NA,shirt,ruler,shirt,NA
4,switch,33,learning,post-flush,target,49,loog,17,2,0,obj4_1,0,0,NA,sunflower,violin,sunflower,NA
4,switch,33,learning,post-flush,target,50,plyder,18,2,1,obj2_2,0,1,NA,tree,train,tree,NA
4,switch,33,learning,post-flush,target,51,zum,15,3,1,obj1_1,0,1,1,tuba,sock,tuba,tuba
4,switch,33,learning,post-flush,target,52,ruftin,16,3,1,obj1_4,0,1,1,shirt,ruler,shirt,shirt
4,switch,33,learning,post-flush,target,53,loog,17,3,0,obj2_3,0,0,0,wrench,violin,sunflower,wrench
4,switch,33,learning,post-flush,target,54,plyder,18,3,1,obj1_3,0,1,1,tree,train,tree,tree
4,switch,33,test,post-flush,target,55,zum,15,4,1,target_1,0,1,1,tuba,sock,tuba,tuba
4,switch,33,test,post-flush,target,56,ruftin,16,4,1,target_4,0,1,1,shirt,ruler,shirt,shirt
4,switch,33,test,post-flush,target,57,loog,17,4,0,random4,0,0,0,clarinet,violin,sunflower,wrench
4,switch,33,test,post-flush,target,58,plyder,18,4,1,target_3,0,1,1,tree,train,tree,tree
4,switch,33,test,flush,filler,59,glemp,5,4,1,target_2,0,1,1,helmet,glove,helmet,helmet
4,switch,33,test,flush,filler,60,heek,6,4,1,target_1,0,1,1,drum,broccoli,drum,drum
4,switch,33,test,flush,filler,61,toma,7,4,1,target_1,0,1,1,flute,bus,flute,flute
4,switch,33,test,flush,filler,62,blicket,8,4,0,random3,0,0,1,bed,saw,plane,desk
4,switch,33,test,flush,filler,63,nortle,9,4,1,target_2,0,1,1,car,acorn,car,car
4,switch,33,test,flush,filler,64,vep,10,4,0,foil2,0,0,0,marker,notebook,marker,phone
4,switch,33,test,flush,filler,65,kuabid,11,4,0,foil1_3,0,1,1,helicopter,helicopter,dresser,dresser
4,switch,33,test,flush,filler,66,wug,12,4,0,random2,0,0,0,boat,shoe,palm,mitt
4,switch,33,test,flush,filler,67,smick,13,4,1,target_2,0,1,1,pencil,sandwich,pencil,pencil
4,switch,33,test,flush,filler,68,channer,14,4,1,target_4,0,1,1,lamp,screwdriver,lamp,lamp
4,switch,33,test,pre-flush,target,69,yate,1,4,0,foil1_4,0,0,0,ball,ball,camera,banana
4,switch,33,test,pre-flush,target,70,fendle,2,4,1,target_2,0,0,0,bookcase,bike,banana,bat
4,switch,33,test,pre-flush,target,71,mipen,3,4,1,target_1,0,0,0,dress,bat,bed,bike
4,switch,33,test,pre-flush,target,72,dax,4,4,0,random4,0,1,0,bus,clarinet,computer,camera
4,switch,33,debrief,debrief,NA,Cheat,NA,NA,NA,NA,NA,NA,NA,NA,My data is good,NA,NA,NA
4,switch,33,debrief,debrief,NA,Strategies,NA,NA,NA,NA,NA,NA,NA,NA,tried to remember what pictures returned along with the repeated words,NA,NA,NA
4,switch,33,debrief,debrief,NA,WriteDown,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA
4,switch,33,debrief,debrief,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,switch,34,learning,warm-up,filler,1,glemp,5,1,0,obj1_1,0,NA,NA,glove,glove,NA,NA
4,switch,34,learning,warm-up,filler,2,heek,6,1,0,obj1_1,0,NA,NA,broccoli,broccoli,NA,NA
4,switch,34,learning,warm-up,filler,3,toma,7,1,0,obj3_1,0,NA,NA,controller,controller,NA,NA
4,switch,34,learning,warm-up,filler,4,blicket,8,1,0,obj4_1,0,NA,NA,hat,hat,NA,NA
4,switch,34,learning,warm-up,filler,5,nortle,9,1,0,obj1_1,0,NA,NA,acorn,acorn,NA,NA
4,switch,34,learning,warm-up,filler,6,vep,10,1,0,obj2_1,0,NA,NA,mitt,mitt,NA,NA
4,switch,34,learning,warm-up,filler,7,kuabid,11,1,0,obj3_1,0,NA,NA,helicopter,helicopter,NA,NA
4,switch,34,learning,warm-up,filler,8,wug,12,1,0,obj2_1,0,NA,NA,racket,racket,NA,NA
4,switch,34,learning,warm-up,filler,9,smick,13,1,0,obj1_1,0,NA,NA,sandwich,sandwich,NA,NA
4,switch,34,learning,warm-up,filler,10,channer,14,1,0,obj3_1,0,NA,NA,screwdriver,screwdriver,NA,NA
4,switch,34,learning,pre-flush,target,11,yate,1,1,0,obj1_1,0,NA,NA,orchid,orchid,NA,NA
4,switch,34,learning,pre-flush,target,12,fendle,2,1,0,obj1_1,0,NA,NA,bike,bike,NA,NA
4,switch,34,learning,pre-flush,target,13,mipen,3,1,0,obj3_1,0,NA,NA,drill,drill,NA,NA
4,switch,34,learning,pre-flush,target,14,dax,4,1,0,obj4_1,0,NA,NA,computer,computer,NA,NA
4,switch,34,learning,pre-flush,target,15,yate,1,2,1,obj2_1,0,1,NA,bed,orchid,bed,NA
4,switch,34,learning,pre-flush,target,16,fendle,2,2,0,obj4_4,0,0,NA,clarinet,bike,clarinet,NA
4,switch,34,learning,pre-flush,target,17,mipen,3,2,1,obj2_3,0,1,NA,boat,drill,boat,NA
4,switch,34,learning,pre-flush,target,18,dax,4,2,0,obj4_3,0,0,NA,dress,computer,dress,NA
4,switch,34,learning,pre-flush,target,19,yate,1,3,1,obj1_2,0,1,1,bed,orchid,bed,bed
4,switch,34,learning,pre-flush,target,20,fendle,2,3,0,obj2_2,0,0,0,ball,bike,clarinet,ball
4,switch,34,learning,pre-flush,target,21,mipen,3,3,0,obj2_1,0,1,0,clarinet,drill,boat,clarinet
4,switch,34,learning,pre-flush,target,22,dax,4,3,0,obj4_4,0,0,0,book,computer,dress,book
4,switch,34,learning,flush,filler,23,glemp,5,2,1,obj1_1,0,1,NA,chair,glove,chair,NA
4,switch,34,learning,flush,filler,24,heek,6,2,1,obj2_1,0,1,NA,pliers,broccoli,pliers,NA
4,switch,34,learning,flush,filler,25,toma,7,2,1,obj2_3,0,1,NA,bus,controller,bus,NA
4,switch,34,learning,flush,filler,26,blicket,8,2,1,obj2_4,0,1,NA,palm,hat,palm,NA
4,switch,34,learning,flush,filler,27,nortle,9,2,0,obj4_3,0,0,NA,flute,acorn,flute,NA
4,switch,34,learning,flush,filler,28,vep,10,2,1,obj2_2,0,1,NA,scissors,mitt,scissors,NA
4,switch,34,learning,flush,filler,29,kuabid,11,2,1,obj1_3,0,1,NA,dresser,helicopter,dresser,NA
4,switch,34,learning,flush,filler,30,wug,12,2,0,obj4_4,0,0,NA,saw,racket,saw,NA
4,switch,34,learning,flush,filler,31,smick,13,2,1,obj1_1,0,1,NA,guitar,sandwich,guitar,NA
4,switch,34,learning,flush,filler,32,channer,14,2,1,obj1_3,0,1,NA,harp,screwdriver,harp,NA
4,switch,34,learning,flush,filler,33,glemp,5,3,1,obj1_1,0,1,1,chair,glove,chair,chair
4,switch,34,learning,flush,filler,34,heek,6,3,1,obj1_2,0,1,1,pliers,broccoli,pliers,pliers
4,switch,34,learning,flush,filler,35,toma,7,3,1,obj1_4,0,1,1,bus,controller,bus,bus
4,switch,34,learning,flush,filler,36,blicket,8,3,0,obj2_2,0,1,0,cookie,hat,palm,cookie
4,switch,34,learning,flush,filler,37,nortle,9,3,0,obj3_3,0,0,0,paperclip,acorn,flute,paperclip
4,switch,34,learning,flush,filler,38,vep,10,3,1,obj1_3,0,1,1,scissors,mitt,scissors,scissors
4,switch,34,learning,flush,filler,39,kuabid,11,3,1,obj1_3,0,1,1,dresser,helicopter,dresser,dresser
4,switch,34,learning,flush,filler,40,wug,12,3,1,obj1_3,0,0,1,plane,racket,saw,plane
4,switch,34,learning,flush,filler,41,smick,13,3,0,obj2_3,0,1,0,pineapple,sandwich,guitar,pineapple
4,switch,34,learning,flush,filler,42,channer,14,3,1,obj1_3,0,1,1,harp,screwdriver,harp,harp
4,switch,34,learning,post-flush,target,43,zum,15,1,0,obj1_1,0,NA,NA,sock,sock,NA,NA
4,switch,34,learning,post-flush,target,44,ruftin,16,1,0,obj2_1,0,NA,NA,strawberry,strawberry,NA,NA
4,switch,34,learning,post-flush,target,45,loog,17,1,0,obj4_1,0,NA,NA,stapler,stapler,NA,NA
4,switch,34,learning,post-flush,target,46,plyder,18,1,0,obj1_1,0,NA,NA,wrench,wrench,NA,NA
4,switch,34,learning,post-flush,target,47,zum,15,2,1,obj2_1,0,1,NA,shuttlecock,sock,shuttlecock,NA
4,switch,34,learning,post-flush,target,48,ruftin,16,2,0,obj4_1,0,0,NA,tree,strawberry,tree,NA
4,switch,34,learning,post-flush,target,49,loog,17,2,1,obj2_4,0,1,NA,violin,stapler,violin,NA
4,switch,34,learning,post-flush,target,50,plyder,18,2,1,obj2_1,0,1,NA,bowlingpin,wrench,bowlingpin,NA
4,switch,34,learning,post-flush,target,51,zum,15,3,1,obj1_2,0,1,1,shuttlecock,sock,shuttlecock,shuttlecock
4,switch,34,learning,post-flush,target,52,ruftin,16,3,0,obj3_1,0,0,0,stapler,strawberry,tree,stapler
4,switch,34,learning,post-flush,target,53,loog,17,3,1,obj1_1,0,1,1,violin,stapler,violin,violin
4,switch,34,learning,post-flush,target,54,plyder,18,3,1,obj1_2,0,1,1,bowlingpin,wrench,bowlingpin,bowlingpin
4,switch,34,test,post-flush,target,55,zum,15,4,1,target_2,0,1,1,shuttlecock,sock,shuttlecock,shuttlecock
4,switch,34,test,post-flush,target,56,ruftin,16,4,1,target_3,0,0,0,ruler,strawberry,tree,stapler
4,switch,34,test,post-flush,target,57,loog,17,4,1,target_1,0,1,1,violin,stapler,violin,violin
4,switch,34,test,post-flush,target,58,plyder,18,4,1,target_2,0,1,1,bowlingpin,wrench,bowlingpin,bowlingpin
4,switch,34,test,flush,filler,59,glemp,5,4,1,target_1,0,1,1,chair,glove,chair,chair
4,switch,34,test,flush,filler,60,heek,6,4,1,target_2,0,1,1,pliers,broccoli,pliers,pliers
4,switch,34,test,flush,filler,61,toma,7,4,0,foil1_3,0,1,1,controller,controller,bus,bus
4,switch,34,test,flush,filler,62,blicket,8,4,0,random4,0,1,0,ball,hat,palm,cookie
4,switch,34,test,flush,filler,63,nortle,9,4,0,foil1_1,0,0,0,acorn,acorn,flute,paperclip
4,switch,34,test,flush,filler,64,vep,10,4,1,target_3,0,1,1,scissors,mitt,scissors,scissors
4,switch,34,test,flush,filler,65,kuabid,11,4,1,target_3,0,1,1,dresser,helicopter,dresser,dresser
4,switch,34,test,flush,filler,66,wug,12,4,1,target_3,0,0,1,plane,racket,saw,plane
4,switch,34,test,flush,filler,67,smick,13,4,0,foil1_1,0,1,0,sandwich,sandwich,guitar,pineapple
4,switch,34,test,flush,filler,68,channer,14,4,0,foil1_3,0,1,1,screwdriver,screwdriver,harp,harp
4,switch,34,test,pre-flush,target,69,yate,1,4,0,random3,0,1,1,plane,orchid,bed,bed
4,switch,34,test,pre-flush,target,70,fendle,2,4,0,random5,0,0,0,violin,bike,clarinet,ball
4,switch,34,test,pre-flush,target,71,mipen,3,4,0,random4,0,1,0,harp,drill,boat,clarinet
4,switch,34,test,pre-flush,target,72,dax,4,4,0,foil1_4,0,0,0,computer,computer,dress,book
4,switch,34,debrief,debrief,NA,Cheat,NA,NA,NA,NA,NA,NA,NA,NA,My data is good,NA,NA,NA
4,switch,34,debrief,debrief,NA,Strategies,NA,NA,NA,NA,NA,NA,NA,NA,I tried to see which pictures were repeated when the words were repeated.,NA,NA,NA
4,switch,34,debrief,debrief,NA,WriteDown,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA
4,switch,34,debrief,debrief,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,switch,35,learning,warm-up,filler,1,glemp,5,1,0,obj4_1,0,NA,NA,eraser,eraser,NA,NA
4,switch,35,learning,warm-up,filler,2,heek,6,1,0,obj1_1,0,NA,NA,broccoli,broccoli,NA,NA
4,switch,35,learning,warm-up,filler,3,toma,7,1,0,obj4_1,0,NA,NA,goggles,goggles,NA,NA
4,switch,35,learning,warm-up,filler,4,blicket,8,1,0,obj3_1,0,NA,NA,saw,saw,NA,NA
4,switch,35,learning,warm-up,filler,5,nortle,9,1,0,obj1_1,0,NA,NA,acorn,acorn,NA,NA
4,switch,35,learning,warm-up,filler,6,vep,10,1,0,obj1_1,0,NA,NA,pineapple,pineapple,NA,NA
4,switch,35,learning,warm-up,filler,7,kuabid,11,1,0,obj1_1,0,NA,NA,pants,pants,NA,NA
4,switch,35,learning,warm-up,filler,8,wug,12,1,0,obj1_1,0,NA,NA,shoe,shoe,NA,NA
4,switch,35,learning,warm-up,filler,9,smick,13,1,0,obj3_1,0,NA,NA,pencil,pencil,NA,NA
4,switch,35,learning,warm-up,filler,10,channer,14,1,0,obj4_1,0,NA,NA,harp,harp,NA,NA
4,switch,35,learning,pre-flush,target,11,yate,1,1,0,obj1_1,0,NA,NA,orchid,orchid,NA,NA
4,switch,35,learning,pre-flush,target,12,fendle,2,1,0,obj2_1,0,NA,NA,bag,bag,NA,NA
4,switch,35,learning,pre-flush,target,13,mipen,3,1,0,obj2_1,0,NA,NA,dress,dress,NA,NA
4,switch,35,learning,pre-flush,target,14,dax,4,1,0,obj3_1,0,NA,NA,clarinet,clarinet,NA,NA
4,switch,35,learning,pre-flush,target,15,yate,1,2,0,obj3_2,0,0,NA,book,orchid,book,NA
4,switch,35,learning,pre-flush,target,16,fendle,2,2,0,obj4_3,0,0,NA,banana,bag,banana,NA
4,switch,35,learning,pre-flush,target,17,mipen,3,2,0,obj3_3,0,0,NA,hammer,dress,hammer,NA
4,switch,35,learning,pre-flush,target,18,dax,4,2,1,obj2_3,0,1,NA,clover,clarinet,clover,NA
4,switch,35,learning,pre-flush,target,19,yate,1,3,0,obj2_2,0,0,0,bat,orchid,book,bat
4,switch,35,learning,pre-flush,target,20,fendle,2,3,0,obj3_2,0,0,0,boat,bag,banana,boat
4,switch,35,learning,pre-flush,target,21,mipen,3,3,0,obj2_4,0,0,0,banana,dress,hammer,banana
4,switch,35,learning,pre-flush,target,22,dax,4,3,1,obj1_4,0,1,1,clover,clarinet,clover,clover
4,switch,35,learning,flush,filler,23,glemp,5,2,1,obj1_4,0,1,NA,glove,eraser,glove,NA
4,switch,35,learning,flush,filler,24,heek,6,2,1,obj2_1,0,1,NA,pliers,broccoli,pliers,NA
4,switch,35,learning,flush,filler,25,toma,7,2,1,obj2_4,0,1,NA,flute,goggles,flute,NA
4,switch,35,learning,flush,filler,26,blicket,8,2,0,obj4_1,0,0,NA,plane,saw,plane,NA
4,switch,35,learning,flush,filler,27,nortle,9,2,0,obj4_4,0,0,NA,controller,acorn,controller,NA
4,switch,35,learning,flush,filler,28,vep,10,2,1,obj2_1,0,1,NA,notebook,pineapple,notebook,NA
4,switch,35,learning,flush,filler,29,kuabid,11,2,1,obj2_1,0,1,NA,helicopter,pants,helicopter,NA
4,switch,35,learning,flush,filler,30,wug,12,2,1,obj1_1,0,1,NA,racket,shoe,racket,NA
4,switch,35,learning,flush,filler,31,smick,13,2,0,obj4_4,0,0,NA,helmet,pencil,helmet,NA
4,switch,35,learning,flush,filler,32,channer,14,2,1,obj2_4,0,1,NA,phone,harp,phone,NA
4,switch,35,learning,flush,filler,33,glemp,5,3,1,obj1_4,0,1,1,glove,eraser,glove,glove
4,switch,35,learning,flush,filler,34,heek,6,3,0,obj3_2,0,1,0,acorn,broccoli,pliers,acorn
4,switch,35,learning,flush,filler,35,toma,7,3,1,obj1_1,0,1,1,flute,goggles,flute,flute
4,switch,35,learning,flush,filler,36,blicket,8,3,0,obj3_4,0,0,0,helmet,saw,plane,helmet
4,switch,35,learning,flush,filler,37,nortle,9,3,0,obj4_1,0,0,0,trumpet,acorn,controller,trumpet
4,switch,35,learning,flush,filler,38,vep,10,3,1,obj1_2,0,1,1,notebook,pineapple,notebook,notebook
4,switch,35,learning,flush,filler,39,kuabid,11,3,1,obj1_2,0,1,1,helicopter,pants,helicopter,helicopter
4,switch,35,learning,flush,filler,40,wug,12,3,1,obj1_1,0,1,1,racket,shoe,racket,racket
4,switch,35,learning,flush,filler,41,smick,13,3,0,obj3_4,0,0,0,saw,pencil,helmet,saw
4,switch,35,learning,flush,filler,42,channer,14,3,1,obj1_1,0,1,1,phone,harp,phone,phone
4,switch,35,learning,post-flush,target,43,zum,15,1,0,obj1_1,0,NA,NA,sock,sock,NA,NA
4,switch,35,learning,post-flush,target,44,ruftin,16,1,0,obj2_1,0,NA,NA,strawberry,strawberry,NA,NA
4,switch,35,learning,post-flush,target,45,loog,17,1,0,obj1_1,0,NA,NA,shovel,shovel,NA,NA
4,switch,35,learning,post-flush,target,46,plyder,18,1,0,obj1_1,0,NA,NA,wrench,wrench,NA,NA
4,switch,35,learning,post-flush,target,47,zum,15,2,1,obj2_1,0,1,NA,shuttlecock,sock,shuttlecock,NA
4,switch,35,learning,post-flush,target,48,ruftin,16,2,1,obj2_2,0,1,NA,ruler,strawberry,ruler,NA
4,switch,35,learning,post-flush,target,49,loog,17,2,1,obj2_1,0,1,NA,sofa,shovel,sofa,NA
4,switch,35,learning,post-flush,target,50,plyder,18,2,0,obj4_1,0,0,NA,stapler,wrench,stapler,NA
4,switch,35,learning,post-flush,target,51,zum,15,3,1,obj1_2,0,1,1,shuttlecock,sock,shuttlecock,shuttlecock
4,switch,35,learning,post-flush,target,52,ruftin,16,3,1,obj1_3,0,1,1,ruler,strawberry,ruler,ruler
4,switch,35,learning,post-flush,target,53,loog,17,3,0,obj3_3,0,1,0,strawberry,shovel,sofa,strawberry
4,switch,35,learning,post-flush,target,54,plyder,18,3,0,obj2_3,0,0,0,shirt,wrench,stapler,shirt
4,switch,35,test,post-flush,target,55,zum,15,4,1,target_2,0,1,1,shuttlecock,sock,shuttlecock,shuttlecock
4,switch,35,test,post-flush,target,56,ruftin,16,4,1,target_3,0,1,1,ruler,strawberry,ruler,ruler
4,switch,35,test,post-flush,target,57,loog,17,4,1,target_2,0,1,0,sofa,shovel,sofa,strawberry
4,switch,35,test,post-flush,target,58,plyder,18,4,0,random3,0,0,0,scissors,wrench,stapler,shirt
4,switch,35,test,flush,filler,59,glemp,5,4,1,target_4,0,1,1,glove,eraser,glove,glove
4,switch,35,test,flush,filler,60,heek,6,4,1,target_2,0,1,0,pliers,broccoli,pliers,acorn
4,switch,35,test,flush,filler,61,toma,7,4,1,target_1,0,1,1,flute,goggles,flute,flute
4,switch,35,test,flush,filler,62,blicket,8,4,0,foil1_3,0,0,0,saw,saw,plane,helmet
4,switch,35,test,flush,filler,63,nortle,9,4,0,foil1_1,0,0,0,acorn,acorn,controller,trumpet
4,switch,35,test,flush,filler,64,vep,10,4,1,target_2,0,1,1,notebook,pineapple,notebook,notebook
4,switch,35,test,flush,filler,65,kuabid,11,4,1,target_2,0,1,1,helicopter,pants,helicopter,helicopter
4,switch,35,test,flush,filler,66,wug,12,4,0,random2,0,1,1,boat,shoe,racket,racket
4,switch,35,test,flush,filler,67,smick,13,4,0,foil2,0,0,0,trumpet,pencil,helmet,saw
4,switch,35,test,flush,filler,68,channer,14,4,0,random2,0,1,1,clover,harp,phone,phone
4,switch,35,test,pre-flush,target,69,yate,1,4,0,random3,0,0,0,plane,orchid,book,bat
4,switch,35,test,pre-flush,target,70,fendle,2,4,0,random3,0,0,0,notebook,bag,banana,boat
4,switch,35,test,pre-flush,target,71,mipen,3,4,0,foil3,0,0,0,belt,dress,hammer,banana
4,switch,35,test,pre-flush,target,72,dax,4,4,1,target_4,0,1,1,clover,clarinet,clover,clover
4,switch,35,debrief,debrief,NA,Cheat,NA,NA,NA,NA,NA,NA,NA,NA,My data is good,NA,NA,NA
4,switch,35,debrief,debrief,NA,Strategies,NA,NA,NA,NA,NA,NA,NA,NA,Process of elimination,NA,NA,NA
4,switch,35,debrief,debrief,NA,WriteDown,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA
4,switch,35,debrief,debrief,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,Kinda creepy voice over,NA,NA,NA
4,switch,36,learning,warm-up,filler,1,glemp,5,1,0,obj1_1,0,NA,NA,glove,glove,NA,NA
4,switch,36,learning,warm-up,filler,2,heek,6,1,0,obj1_1,0,NA,NA,broccoli,broccoli,NA,NA
4,switch,36,learning,warm-up,filler,3,toma,7,1,0,obj2_1,0,NA,NA,flute,flute,NA,NA
4,switch,36,learning,warm-up,filler,4,blicket,8,1,0,obj2_1,0,NA,NA,palm,palm,NA,NA
4,switch,36,learning,warm-up,filler,5,nortle,9,1,0,obj4_1,0,NA,NA,cookie,cookie,NA,NA
4,switch,36,learning,warm-up,filler,6,vep,10,1,0,obj1_1,0,NA,NA,pineapple,pineapple,NA,NA
4,switch,36,learning,warm-up,filler,7,kuabid,11,1,0,obj3_1,0,NA,NA,helicopter,helicopter,NA,NA
4,switch,36,learning,warm-up,filler,8,wug,12,1,0,obj3_1,0,NA,NA,pinecone,pinecone,NA,NA
4,switch,36,learning,warm-up,filler,9,smick,13,1,0,obj1_1,0,NA,NA,sandwich,sandwich,NA,NA
4,switch,36,learning,warm-up,filler,10,channer,14,1,0,obj2_1,0,NA,NA,phone,phone,NA,NA
4,switch,36,learning,pre-flush,target,11,yate,1,1,0,obj2_1,0,NA,NA,apple,apple,NA,NA
4,switch,36,learning,pre-flush,target,12,fendle,2,1,0,obj1_1,0,NA,NA,bike,bike,NA,NA
4,switch,36,learning,pre-flush,target,13,mipen,3,1,0,obj4_1,0,NA,NA,bat,bat,NA,NA
4,switch,36,learning,pre-flush,target,14,dax,4,1,0,obj3_1,0,NA,NA,clarinet,clarinet,NA,NA
4,switch,36,learning,pre-flush,target,15,yate,1,2,1,obj2_2,0,1,NA,ball,apple,ball,NA
