experiment,id,condition,phase,item,exposure,word,word_type,target_referent,selected_object,target_selected,selection,input
2,87041,Recall,learning,22,2,heek,filler,NA,racket,0,foil2,NA
2,87041,Recall,learning,23,2,toma,filler,NA,screwdriver,0,foil2,NA
2,87041,Recall,learning,24,3,smick,target,NA,0,0,NA,NA
2,87041,Recall,learning,25,2,ruftin,filler,NA,plane,1,target,NA
2,87041,Recall,learning,26,3,channer,target,NA,0,0,NA,NA
2,87041,Recall,learning,27,2,nortle,filler,NA,screwdriver,0,foil2,NA
2,87041,Recall,learning,28,2,blicket,filler,NA,racket,0,foil2,NA
2,87041,Recall,test,29,test,kuabid,target,NA,bat,0,foil3,NA
2,87041,Recall,test,30,test,dax,target,NA,bookcase,0,foil1,NA
2,87041,Recall,test,31,test,smick,target,NA,boat,1,target,NA
2,87041,Recall,test,32,test,channer,target,NA,clarinet,1,target,NA
2,87041,Recall,test,33,test,yate,one-shot,NA,helmet,0,foil1,NA
2,87041,Recall,test,34,test,fendle,one-shot,NA,headphone,0,foil3,NA
2,87041,Recall,test,35,test,mipen,one-shot,NA,flute,0,foil1,NA
2,87041,Recall,test,36,test,zum,one-shot,NA,saw,1,target,NA
2,87041,Recall,test,37,test,plyder,filler,NA,harp,0,foil3,NA
2,87041,Recall,test,38,test,heek,filler,NA,mitt,0,foil1,NA
2,87041,Recall,test,39,test,toma,filler,NA,pinecone,0,foil3,NA
2,87041,Recall,test,40,test,ruftin,filler,NA,mitt,0,foil3,NA
2,87041,Recall,test,41,test,nortle,filler,NA,car,0,foil3,NA
2,87041,Recall,test,42,test,blicket,filler,NA,harp,0,foil1,NA
2,87041,Recall,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,yes
2,87041,Recall,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,Select an answer
2,87041,Recall,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,Recitation again and again.
2,87041,Recall,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,No
2,87041,Recall,debrief,Other,NA,NA,NA,NA,NA,NA,NA,NA
2,42196,Recall,learning,1,1,plyder,filler,NA,cookie,0,foil1,NA
2,42196,Recall,learning,2,1,heek,filler,NA,mitt,0,foil1,NA
2,42196,Recall,learning,3,1,kuabid,target,NA,apple,1,target,NA
2,42196,Recall,learning,4,1,yate,one-shot,NA,eraser,1,target,NA
2,42196,Recall,learning,5,2,kuabid,target,NA,0,0,NA,NA
2,42196,Recall,learning,6,1,dax,target,NA,camera,1,target,NA
2,42196,Recall,learning,7,1,fendle,one-shot,NA,broccoli,1,target,NA
2,42196,Recall,learning,8,2,dax,target,NA,0,0,NA,NA
2,42196,Recall,learning,9,1,smick,target,NA,bat,1,target,NA
2,42196,Recall,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,42196,Recall,learning,11,2,smick,target,NA,0,0,NA,NA
2,42196,Recall,learning,12,1,channer,target,NA,clarinet,1,target,NA
2,42196,Recall,learning,13,1,zum,one-shot,NA,saw,1,target,NA
2,42196,Recall,learning,14,2,channer,target,NA,0,0,NA,NA
2,42196,Recall,learning,15,1,toma,filler,NA,pants,0,foil1,NA
2,42196,Recall,learning,16,1,ruftin,filler,NA,shoe,0,foil1,NA
2,42196,Recall,learning,17,1,nortle,filler,NA,guitar,0,foil1,NA
2,42196,Recall,learning,18,3,kuabid,target,NA,0,0,NA,NA
2,42196,Recall,learning,19,1,blicket,filler,NA,lamp,0,foil1,NA
2,42196,Recall,learning,20,3,dax,target,NA,0,0,NA,NA
2,42196,Recall,learning,21,2,plyder,filler,NA,skateboard,0,foil2,NA
2,42196,Recall,learning,22,2,heek,filler,NA,keyboard,0,foil2,NA
2,42196,Recall,learning,23,2,toma,filler,NA,mouse,0,foil2,NA
2,42196,Recall,learning,24,3,smick,target,NA,0,0,NA,NA
2,42196,Recall,learning,25,2,ruftin,filler,NA,ball,0,foil2,NA
2,42196,Recall,learning,26,3,channer,target,NA,0,0,NA,NA
2,42196,Recall,learning,27,2,nortle,filler,NA,bag,0,foil2,NA
2,42196,Recall,learning,28,2,blicket,filler,NA,chair,0,foil2,NA
2,42196,Recall,test,29,test,kuabid,target,NA,apple,1,target,NA
2,42196,Recall,test,30,test,dax,target,NA,bookcase,0,foil1,NA
2,42196,Recall,test,31,test,smick,target,NA,orchid,0,foil3,NA
2,42196,Recall,test,32,test,channer,target,NA,bookcase,0,foil3,NA
2,42196,Recall,test,33,test,yate,one-shot,NA,saw,0,foil3,NA
2,42196,Recall,test,34,test,fendle,one-shot,NA,sandwich,0,foil2,NA
2,42196,Recall,test,35,test,mipen,one-shot,NA,flute,1,target,NA
2,42196,Recall,test,36,test,zum,one-shot,NA,palm,0,foil1,NA
2,42196,Recall,test,37,test,plyder,filler,NA,car,0,foil1,NA
2,42196,Recall,test,38,test,heek,filler,NA,broccoli,0,foil3,NA
2,42196,Recall,test,39,test,toma,filler,NA,harp,0,foil2,NA
2,42196,Recall,test,40,test,ruftin,filler,NA,glove,0,foil3,NA
2,42196,Recall,test,41,test,nortle,filler,NA,screwdriver,0,foil3,NA
2,42196,Recall,test,42,test,blicket,filler,NA,bat,0,foil3,NA
2,42196,Recall,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,no
2,42196,Recall,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,42196,Recall,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,rhyming
2,42196,Recall,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,no i just listened and went with what i thought was right
2,42196,Recall,debrief,Other,NA,NA,NA,NA,NA,NA,NA,NA
2,68637,Confirm,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,68637,Confirm,learning,2,1,heek,filler,NA,notebook,0,foil1,NA
2,68637,Confirm,learning,3,1,kuabid,target,NA,orchid,1,target,NA
2,68637,Confirm,learning,4,1,yate,one-shot,NA,eraser,1,target,NA
2,68637,Confirm,learning,5,2,kuabid,target,NA,orchid,1,target,NA
2,68637,Confirm,learning,6,1,dax,target,NA,bike,1,target,NA
2,68637,Confirm,learning,7,1,fendle,one-shot,NA,drum,1,target,NA
2,68637,Confirm,learning,8,2,dax,target,NA,bike,1,target,NA
2,68637,Confirm,learning,9,1,smick,target,NA,hammer,1,target,NA
2,68637,Confirm,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,68637,Confirm,learning,11,2,smick,target,NA,hammer,1,target,NA
2,68637,Confirm,learning,12,1,channer,target,NA,mouse,1,target,NA
2,68637,Confirm,learning,13,1,zum,one-shot,NA,saw,1,target,NA
2,68637,Confirm,learning,14,2,channer,target,NA,mouse,1,target,NA
2,68637,Confirm,learning,15,1,toma,filler,NA,dresser,0,foil1,NA
2,68637,Confirm,learning,16,1,ruftin,filler,NA,pinecone,0,foil1,NA
2,68637,Confirm,learning,17,1,nortle,filler,NA,keyboard,0,foil1,NA
2,68637,Confirm,learning,18,3,kuabid,target,NA,orchid,1,target,NA
2,68637,Confirm,learning,19,1,blicket,filler,NA,lamp,0,foil1,NA
2,68637,Confirm,learning,20,3,dax,target,NA,bike,1,target,NA
2,68637,Confirm,learning,21,2,plyder,filler,NA,paperclip,0,foil2,NA
2,68637,Confirm,learning,22,2,heek,filler,NA,racket,0,foil2,NA
2,68637,Confirm,learning,23,2,toma,filler,NA,harp,0,foil2,NA
2,68637,Confirm,learning,24,3,smick,target,NA,hammer,1,target,NA
2,68637,Confirm,learning,25,2,ruftin,filler,NA,plane,1,target,NA
2,68637,Confirm,learning,26,3,channer,target,NA,mouse,1,target,NA
2,68637,Confirm,learning,27,2,nortle,filler,NA,harp,0,foil2,NA
2,68637,Confirm,learning,28,2,blicket,filler,NA,racket,0,foil2,NA
2,68637,Confirm,test,29,test,kuabid,target,NA,orchid,1,target,NA
2,68637,Confirm,test,30,test,dax,target,NA,bike,1,target,NA
2,68637,Confirm,test,31,test,smick,target,NA,hammer,1,target,NA
2,68637,Confirm,test,32,test,channer,target,NA,mouse,1,target,NA
2,68637,Confirm,test,33,test,yate,one-shot,NA,helmet,0,foil1,NA
2,68637,Confirm,test,34,test,fendle,one-shot,NA,drum,1,target,NA
2,68637,Confirm,test,35,test,mipen,one-shot,NA,flute,1,target,NA
2,68637,Confirm,test,36,test,zum,one-shot,NA,saw,1,target,NA
2,68637,Confirm,test,37,test,plyder,filler,NA,car,0,foil1,NA
2,68637,Confirm,test,38,test,heek,filler,NA,controller,0,foil2,NA
2,68637,Confirm,test,39,test,toma,filler,NA,harp,0,foil2,NA
2,68637,Confirm,test,40,test,ruftin,filler,NA,pinecone,0,foil1,NA
2,68637,Confirm,test,41,test,nortle,filler,NA,guitar,0,foil1,NA
2,68637,Confirm,test,42,test,blicket,filler,NA,keyboard,0,foil3,NA
2,68637,Confirm,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,yes
2,68637,Confirm,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,68637,Confirm,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,i would label the object that sounded most like the word
2,68637,Confirm,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,no
2,68637,Confirm,debrief,Other,NA,NA,NA,NA,NA,NA,NA,you should let us click next before she gets through her whole phrase. she talks slow and repetitively
2,24384,Confirm,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,24384,Confirm,learning,2,1,heek,filler,NA,notebook,0,foil1,NA
2,24384,Confirm,learning,3,1,kuabid,target,NA,ball,1,target,NA
2,24384,Confirm,learning,4,1,yate,one-shot,NA,helmet,1,target,NA
2,24384,Confirm,learning,5,2,kuabid,target,NA,acorn,0,foil2,NA
2,24384,Confirm,learning,6,1,dax,target,NA,camera,1,target,NA
2,24384,Confirm,learning,7,1,fendle,one-shot,NA,pliers,1,target,NA
2,24384,Confirm,learning,8,2,dax,target,NA,camera,1,target,NA
2,24384,Confirm,learning,9,1,smick,target,NA,boat,1,target,NA
2,24384,Confirm,learning,10,1,mipen,one-shot,NA,bus,1,target,NA
2,24384,Confirm,learning,11,2,smick,target,NA,boat,1,target,NA
2,24384,Confirm,learning,12,1,channer,target,NA,banana,1,target,NA
2,24384,Confirm,learning,13,1,zum,one-shot,NA,palm,1,target,NA
2,24384,Confirm,learning,14,2,channer,target,NA,banana,1,target,NA
2,24384,Confirm,learning,15,1,toma,filler,NA,dresser,0,foil1,NA
2,24384,Confirm,learning,16,1,ruftin,filler,NA,pinecone,0,foil1,NA
2,24384,Confirm,learning,17,1,nortle,filler,NA,sandwich,0,foil1,NA
2,24384,Confirm,learning,18,3,kuabid,target,NA,hammer,0,foil3,NA
2,24384,Confirm,learning,19,1,blicket,filler,NA,lamp,0,foil1,NA
2,24384,Confirm,learning,20,3,dax,target,NA,camera,1,target,NA
2,24384,Confirm,learning,21,2,plyder,filler,NA,pineapple,0,foil2,NA
2,24384,Confirm,learning,22,2,heek,filler,NA,scissors,1,target,NA
2,24384,Confirm,learning,23,2,toma,filler,NA,clarinet,0,foil2,NA
2,24384,Confirm,learning,24,3,smick,target,NA,boat,1,target,NA
2,24384,Confirm,learning,25,2,ruftin,filler,NA,pencil,0,foil2,NA
2,24384,Confirm,learning,26,3,channer,target,NA,banana,1,target,NA
2,24384,Confirm,learning,27,2,nortle,filler,NA,bag,0,foil2,NA
2,24384,Confirm,learning,28,2,blicket,filler,NA,mouse,0,foil2,NA
2,24384,Confirm,test,29,test,kuabid,target,NA,banana,0,foil3,NA
2,24384,Confirm,test,30,test,dax,target,NA,camera,1,target,NA
2,24384,Confirm,test,31,test,smick,target,NA,boat,1,target,NA
2,24384,Confirm,test,32,test,channer,target,NA,mouse,0,foil1,NA
2,24384,Confirm,test,33,test,yate,one-shot,NA,palm,0,foil3,NA
2,24384,Confirm,test,34,test,fendle,one-shot,NA,pliers,1,target,NA
2,24384,Confirm,test,35,test,mipen,one-shot,NA,pineapple,0,foil2,NA
2,24384,Confirm,test,36,test,zum,one-shot,NA,palm,1,target,NA
2,24384,Confirm,test,37,test,plyder,filler,NA,acorn,0,foil1,NA
2,24384,Confirm,test,38,test,heek,filler,NA,scissors,1,target,NA
2,24384,Confirm,test,39,test,toma,filler,NA,pants,0,foil1,NA
2,24384,Confirm,test,40,test,ruftin,filler,NA,pinecone,1,target,NA
2,24384,Confirm,test,41,test,nortle,filler,NA,sandwich,0,foil1,NA
2,24384,Confirm,test,42,test,blicket,filler,NA,mouse,0,foil2,NA
2,24384,Confirm,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,yes
2,24384,Confirm,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,24384,Confirm,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,i tried to remember what images were in the picture when the word was introduced
2,24384,Confirm,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,no
2,24384,Confirm,debrief,Other,NA,NA,NA,NA,NA,NA,NA,NA
2,18570,Recall,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,18570,Recall,learning,2,1,heek,filler,NA,mitt,0,foil1,NA
2,18570,Recall,learning,3,1,kuabid,target,NA,orchid,1,target,NA
2,18570,Recall,learning,4,1,yate,one-shot,NA,eraser,1,target,NA
2,18570,Recall,learning,5,2,kuabid,target,NA,0,0,NA,NA
2,18570,Recall,learning,6,1,dax,target,NA,camera,1,target,NA
2,18570,Recall,learning,7,1,fendle,one-shot,NA,pliers,1,target,NA
2,18570,Recall,learning,8,2,dax,target,NA,0,0,NA,NA
2,18570,Recall,learning,9,1,smick,target,NA,bat,1,target,NA
2,18570,Recall,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,18570,Recall,learning,11,2,smick,target,NA,0,0,NA,NA
2,18570,Recall,learning,12,1,channer,target,NA,clarinet,1,target,NA
2,18570,Recall,learning,13,1,zum,one-shot,NA,palm,1,target,NA
2,18570,Recall,learning,14,2,channer,target,NA,0,0,NA,NA
2,18570,Recall,learning,15,1,toma,filler,NA,dresser,0,foil1,NA
2,18570,Recall,learning,16,1,ruftin,filler,NA,pinecone,0,foil1,NA
2,18570,Recall,learning,17,1,nortle,filler,NA,pencil,0,foil1,NA
2,18570,Recall,learning,18,3,kuabid,target,NA,0,0,NA,NA
2,18570,Recall,learning,19,1,blicket,filler,NA,phone,0,foil1,NA
2,18570,Recall,learning,20,3,dax,target,NA,0,0,NA,NA
2,18570,Recall,learning,21,2,plyder,filler,NA,scissors,0,foil2,NA
2,18570,Recall,learning,22,2,heek,filler,NA,racket,0,foil2,NA
2,18570,Recall,learning,23,2,toma,filler,NA,lamp,0,foil2,NA
2,18570,Recall,learning,24,3,smick,target,NA,0,0,NA,NA
2,18570,Recall,learning,25,2,ruftin,filler,NA,harp,0,foil2,NA
2,18570,Recall,learning,26,3,channer,target,NA,0,0,NA,NA
2,18570,Recall,learning,27,2,nortle,filler,NA,bag,0,foil2,NA
2,18570,Recall,learning,28,2,blicket,filler,NA,racket,0,foil2,NA
2,18570,Recall,test,29,test,kuabid,target,NA,bed,0,foil1,NA
2,18570,Recall,test,30,test,dax,target,NA,bookcase,0,foil1,NA
2,18570,Recall,test,31,test,smick,target,NA,bat,1,target,NA
2,18570,Recall,test,32,test,channer,target,NA,clarinet,1,target,NA
2,18570,Recall,test,33,test,yate,one-shot,NA,palm,0,foil3,NA
2,18570,Recall,test,34,test,fendle,one-shot,NA,racket,0,foil2,NA
2,18570,Recall,test,35,test,mipen,one-shot,NA,paperclip,0,foil2,NA
2,18570,Recall,test,36,test,zum,one-shot,NA,hat,0,foil1,NA
2,18570,Recall,test,37,test,plyder,filler,NA,scissors,0,foil2,NA
2,18570,Recall,test,38,test,heek,filler,NA,mitt,0,foil1,NA
2,18570,Recall,test,39,test,toma,filler,NA,pants,1,target,NA
2,18570,Recall,test,40,test,ruftin,filler,NA,pinecone,0,foil1,NA
2,18570,Recall,test,41,test,nortle,filler,NA,pencil,0,foil1,NA
2,18570,Recall,test,42,test,blicket,filler,NA,phone,0,foil1,NA
2,18570,Recall,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,no
2,18570,Recall,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,18570,Recall,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,I just tried to establish a connection between the words and pictures.
2,18570,Recall,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,I just tried my best to remember the words and pictures.
2,18570,Recall,debrief,Other,NA,NA,NA,NA,NA,NA,NA,No
2,24980,Recall,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,24980,Recall,learning,2,1,heek,filler,NA,notebook,0,foil1,NA
2,24980,Recall,learning,3,1,kuabid,target,NA,ball,1,target,NA
2,24980,Recall,learning,4,1,yate,one-shot,NA,chair,1,target,NA
2,24980,Recall,learning,5,2,kuabid,target,NA,0,0,NA,NA
2,24980,Recall,learning,6,1,dax,target,NA,bag,1,target,NA
2,24980,Recall,learning,7,1,fendle,one-shot,NA,drum,1,target,NA
2,24980,Recall,learning,8,2,dax,target,NA,0,0,NA,NA
2,24980,Recall,learning,9,1,smick,target,NA,bat,1,target,NA
2,24980,Recall,learning,10,1,mipen,one-shot,NA,controller,1,target,NA
2,24980,Recall,learning,11,2,smick,target,NA,0,0,NA,NA
2,24980,Recall,learning,12,1,channer,target,NA,clarinet,1,target,NA
2,24980,Recall,learning,13,1,zum,one-shot,NA,hat,1,target,NA
2,24980,Recall,learning,14,2,channer,target,NA,0,0,NA,NA
2,24980,Recall,learning,15,1,toma,filler,NA,skateboard,0,foil1,NA
2,24980,Recall,learning,16,1,ruftin,filler,NA,pinecone,0,foil1,NA
2,24980,Recall,learning,17,1,nortle,filler,NA,pencil,0,foil1,NA
2,24980,Recall,learning,18,3,kuabid,target,NA,0,0,NA,NA
2,24980,Recall,learning,19,1,blicket,filler,NA,screwdriver,0,foil1,NA
2,24980,Recall,learning,20,3,dax,target,NA,0,0,NA,NA
2,24980,Recall,learning,21,2,plyder,filler,NA,pineapple,0,foil2,NA
2,24980,Recall,learning,22,2,heek,filler,NA,racket,0,foil2,NA
2,24980,Recall,learning,23,2,toma,filler,NA,dresser,1,target,NA
2,24980,Recall,learning,24,3,smick,target,NA,0,0,NA,NA
2,24980,Recall,learning,25,2,ruftin,filler,NA,sandwich,0,foil2,NA
2,24980,Recall,learning,26,3,channer,target,NA,0,0,NA,NA
2,24980,Recall,learning,27,2,nortle,filler,NA,keyboard,1,target,NA
2,24980,Recall,learning,28,2,blicket,filler,NA,harp,1,target,NA
2,24980,Recall,test,29,test,kuabid,target,NA,ball,1,target,NA
2,24980,Recall,test,30,test,dax,target,NA,bookcase,0,foil1,NA
2,24980,Recall,test,31,test,smick,target,NA,bat,1,target,NA
2,24980,Recall,test,32,test,channer,target,NA,desk,0,foil2,NA
2,24980,Recall,test,33,test,yate,one-shot,NA,mitt,0,foil2,NA
2,24980,Recall,test,34,test,fendle,one-shot,NA,guitar,0,foil2,NA
2,24980,Recall,test,35,test,mipen,one-shot,NA,controller,1,target,NA
2,24980,Recall,test,36,test,zum,one-shot,NA,palm,0,foil1,NA
2,24980,Recall,test,37,test,plyder,filler,NA,pliers,0,foil3,NA
2,24980,Recall,test,38,test,heek,filler,NA,skateboard,0,foil3,NA
2,24980,Recall,test,39,test,toma,filler,NA,dresser,1,target,NA
2,24980,Recall,test,40,test,ruftin,filler,NA,pinecone,0,foil1,NA
2,24980,Recall,test,41,test,nortle,filler,NA,guitar,0,foil1,NA
2,24980,Recall,test,42,test,blicket,filler,NA,bat,0,foil3,NA
2,24980,Recall,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,no
2,24980,Recall,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,24980,Recall,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,if a word sounded like it was associated to one of the objects I saw on the screen%2C i chose that object.
2,24980,Recall,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,no
2,24980,Recall,debrief,Other,NA,NA,NA,NA,NA,NA,NA,I had to fill out the consent form 4x because I realized the study did not work on a tablet device. Hopefully exiting out and re-entering into the site with my information didn't affect my study data in any way.
2,63998,Recall,learning,1,1,plyder,filler,NA,headphone,0,foil1,NA
2,63998,Recall,learning,2,1,heek,filler,NA,pineapple,0,foil1,NA
2,63998,Recall,learning,3,1,kuabid,target,NA,apple,1,target,NA
2,63998,Recall,learning,4,1,yate,one-shot,NA,eraser,1,target,NA
2,63998,Recall,learning,5,2,kuabid,target,NA,0,0,NA,NA
2,63998,Recall,learning,6,1,dax,target,NA,bag,1,target,NA
2,63998,Recall,learning,7,1,fendle,one-shot,NA,pliers,1,target,NA
2,63998,Recall,learning,8,2,dax,target,NA,0,0,NA,NA
2,63998,Recall,learning,9,1,smick,target,NA,boat,1,target,NA
2,63998,Recall,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,63998,Recall,learning,11,2,smick,target,NA,0,0,NA,NA
2,63998,Recall,learning,12,1,channer,target,NA,clover,1,target,NA
2,63998,Recall,learning,13,1,zum,one-shot,NA,palm,1,target,NA
2,63998,Recall,learning,14,2,channer,target,NA,0,0,NA,NA
2,63998,Recall,learning,15,1,toma,filler,NA,dresser,0,foil1,NA
2,63998,Recall,learning,16,1,ruftin,filler,NA,pinecone,0,foil1,NA
2,63998,Recall,learning,17,1,nortle,filler,NA,keyboard,0,foil1,NA
2,63998,Recall,learning,18,3,kuabid,target,NA,0,0,NA,NA
2,63998,Recall,learning,19,1,blicket,filler,NA,screwdriver,0,foil1,NA
2,63998,Recall,learning,20,3,dax,target,NA,0,0,NA,NA
2,63998,Recall,learning,21,2,plyder,filler,NA,notebook,0,foil2,NA
2,63998,Recall,learning,22,2,heek,filler,NA,mitt,1,target,NA
2,63998,Recall,learning,23,2,toma,filler,NA,pants,1,target,NA
2,63998,Recall,learning,24,3,smick,target,NA,0,0,NA,NA
2,63998,Recall,learning,25,2,ruftin,filler,NA,lamp,0,foil2,NA
2,63998,Recall,learning,26,3,channer,target,NA,0,0,NA,NA
2,63998,Recall,learning,27,2,nortle,filler,NA,skateboard,0,foil2,NA
2,63998,Recall,learning,28,2,blicket,filler,NA,racket,0,foil2,NA
2,63998,Recall,test,29,test,kuabid,target,NA,apple,1,target,NA
2,63998,Recall,test,30,test,dax,target,NA,pencil,0,foil3,NA
2,63998,Recall,test,31,test,smick,target,NA,bat,0,foil1,NA
2,63998,Recall,test,32,test,channer,target,NA,clarinet,0,foil1,NA
2,63998,Recall,test,33,test,yate,one-shot,NA,palm,0,foil3,NA
2,63998,Recall,test,34,test,fendle,one-shot,NA,drum,0,foil1,NA
2,63998,Recall,test,35,test,mipen,one-shot,NA,paperclip,0,foil2,NA
2,63998,Recall,test,36,test,zum,one-shot,NA,drum,0,foil3,NA
2,63998,Recall,test,37,test,plyder,filler,NA,screwdriver,0,foil3,NA
2,63998,Recall,test,38,test,heek,filler,NA,pliers,0,foil3,NA
2,63998,Recall,test,39,test,toma,filler,NA,dresser,0,foil1,NA
2,63998,Recall,test,40,test,ruftin,filler,NA,pinecone,0,foil1,NA
2,63998,Recall,test,41,test,nortle,filler,NA,skateboard,0,foil2,NA
2,63998,Recall,test,42,test,blicket,filler,NA,keyboard,0,foil3,NA
2,63998,Recall,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,yes
2,63998,Recall,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,63998,Recall,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,I tried to associate it with words I am familiar with.
2,63998,Recall,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,NA
2,63998,Recall,debrief,Other,NA,NA,NA,NA,NA,NA,NA,NA
2,51870,Confirm,learning,1,1,plyder,filler,NA,headphone,0,foil1,NA
2,51870,Confirm,learning,2,1,heek,filler,NA,notebook,0,foil1,NA
2,51870,Confirm,learning,3,1,kuabid,target,NA,ball,1,target,NA
2,51870,Confirm,learning,4,1,yate,one-shot,NA,chair,1,target,NA
2,51870,Confirm,learning,5,2,kuabid,target,NA,cookie,0,foil2,NA
2,51870,Confirm,learning,6,1,dax,target,NA,bookcase,1,target,NA
2,51870,Confirm,learning,7,1,fendle,one-shot,NA,pliers,1,target,NA
2,51870,Confirm,learning,8,2,dax,target,NA,bookcase,1,target,NA
2,51870,Confirm,learning,9,1,smick,target,NA,bat,1,target,NA
2,51870,Confirm,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,51870,Confirm,learning,11,2,smick,target,NA,bat,1,target,NA
2,51870,Confirm,learning,12,1,channer,target,NA,clover,1,target,NA
2,51870,Confirm,learning,13,1,zum,one-shot,NA,hat,1,target,NA
2,51870,Confirm,learning,14,2,channer,target,NA,clover,1,target,NA
2,51870,Confirm,learning,15,1,toma,filler,NA,paperclip,0,foil1,NA
2,51870,Confirm,learning,16,1,ruftin,filler,NA,racket,0,foil1,NA
2,51870,Confirm,learning,17,1,nortle,filler,NA,guitar,0,foil1,NA
2,51870,Confirm,learning,18,3,kuabid,target,NA,dresser,0,foil3,NA
2,51870,Confirm,learning,19,1,blicket,filler,NA,harp,0,foil1,NA
2,51870,Confirm,learning,20,3,dax,target,NA,boat,0,foil3,NA
2,51870,Confirm,learning,21,2,plyder,filler,NA,car,1,target,NA
2,51870,Confirm,learning,22,2,heek,filler,NA,keyboard,0,foil2,NA
2,51870,Confirm,learning,23,2,toma,filler,NA,banana,0,foil2,NA
2,51870,Confirm,learning,24,3,smick,target,NA,bat,1,target,NA
2,51870,Confirm,learning,25,2,ruftin,filler,NA,pinecone,1,target,NA
2,51870,Confirm,learning,26,3,channer,target,NA,clover,1,target,NA
2,51870,Confirm,learning,27,2,nortle,filler,NA,pants,0,foil2,NA
2,51870,Confirm,learning,28,2,blicket,filler,NA,clarinet,0,foil2,NA
2,51870,Confirm,test,29,test,kuabid,target,NA,orchid,0,foil1,NA
2,51870,Confirm,test,30,test,dax,target,NA,bookcase,1,target,NA
2,51870,Confirm,test,31,test,smick,target,NA,bat,1,target,NA
2,51870,Confirm,test,32,test,channer,target,NA,clover,1,target,NA
2,51870,Confirm,test,33,test,yate,one-shot,NA,plane,0,foil2,NA
2,51870,Confirm,test,34,test,fendle,one-shot,NA,acorn,0,foil3,NA
2,51870,Confirm,test,35,test,mipen,one-shot,NA,keyboard,0,foil3,NA
2,51870,Confirm,test,36,test,zum,one-shot,NA,screwdriver,0,foil2,NA
2,51870,Confirm,test,37,test,plyder,filler,NA,plane,0,foil2,NA
2,51870,Confirm,test,38,test,heek,filler,NA,pliers,0,foil3,NA
2,51870,Confirm,test,39,test,toma,filler,NA,racket,0,foil3,NA
2,51870,Confirm,test,40,test,ruftin,filler,NA,notebook,0,foil3,NA
2,51870,Confirm,test,41,test,nortle,filler,NA,keyboard,0,foil1,NA
2,51870,Confirm,test,42,test,blicket,filler,NA,clarinet,0,foil2,NA
2,51870,Confirm,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,no
2,51870,Confirm,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,51870,Confirm,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,elimination
2,51870,Confirm,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,no
2,51870,Confirm,debrief,Other,NA,NA,NA,NA,NA,NA,NA,N/A
2,43932,Recall,learning,1,1,plyder,filler,NA,acorn,0,foil1,NA
2,43932,Recall,learning,2,1,heek,filler,NA,pineapple,0,foil1,NA
2,43932,Recall,learning,3,1,kuabid,target,NA,orchid,1,target,NA
2,43932,Recall,learning,4,1,yate,one-shot,NA,eraser,1,target,NA
2,43932,Recall,learning,5,2,kuabid,target,NA,orchid,0,NA,NA
2,43932,Recall,learning,6,1,dax,target,NA,bag,1,target,NA
2,43932,Recall,learning,7,1,fendle,one-shot,NA,pliers,1,target,NA
