trace,memory,mse,mape,rmse
0.08,9.25,0.014988427706884038,0.23134195030728272,0.12242723433486537
0.08,9.5,0.01557743161021664,0.22994191785451287,0.1248095814038996
0.08,9.75,0.01564827564670383,0.23222618966832845,0.1250930679402493
0.08,10,0.015923742251269857,0.2317638945166263,0.12618931116092938
0.08,10.25,0.0168233293342104,0.23199557479865943,0.12970477760749757
0.08,10.5,0.017251225661918813,0.23424913895471164,0.13134392129793754
0.15,3,0.05534856875535723,0.3538755265483682,0.2352627653398583
0.15,3.25,0.05012421483883927,0.33929095698795725,0.22388437828227156
0.15,3.5,0.0459271456898291,0.33034787032637813,0.2143061961069467
0.15,3.75,0.04199726467055673,0.32210666320099135,0.20493234169002394
0.15,4,0.03830715436485555,0.30617862248537314,0.19572213560263324
0.15,4.25,0.03417461639397225,0.297547514750745,0.18486377793924977
0.15,4.5,0.0314343556998756,0.28671748682440473,0.177297365180297
0.15,4.75,0.028103800885663544,0.27307372393017665,0.1676418828505083
0.15,5,0.025672962500102266,0.26112495923057477,0.1602278455827896
0.15,5.25,0.023355670570196354,0.2492227981169725,0.15282562144547737
0.15,5.5,0.020947931738673844,0.23651670688087192,0.1447340033947581
0.15,5.75,0.01990375043115013,0.227899272281814,0.14108065222116792
0.15,6,0.018192592226507417,0.21588226555233245,0.13487991780286426
0.15,6.25,0.016867237056234954,0.20750202075362192,0.1298739275460435
0.15,6.5,0.015996919974771824,0.20238740445938658,0.12647893095204366
0.15,6.75,0.01508759000442081,0.20105193285142264,0.122831551339307
0.15,7,0.015086202702195578,0.20200859307409944,0.12282590403573497
0.15,7.25,0.013975438267238863,0.20076705564478078,0.11821775783374874
0.15,7.5,0.013697410016030991,0.2047382320400752,0.11703593472105477
0.15,7.75,0.014008869438334093,0.20895142089965946,0.11835906994537466
0.15,8,0.013600344887878674,0.207609686212669,0.11662051658211206
0.15,8.25,0.013981883083715174,0.21555765057531462,0.11824501293380273
0.15,8.5,0.013929535805269214,0.2172366356469644,0.11802345447100425
0.15,8.75,0.014302950652258143,0.2191067558992343,0.11959494409153817
0.15,9,0.014594916263037747,0.22375814199474037,0.12080942125114973
0.15,9.25,0.01480278634981949,0.22091481150870113,0.12166670189423025
0.15,9.5,0.015127854265589515,0.22587539736604995,0.122995342454865
0.15,9.75,0.015451482700546942,0.2240141117734277,0.12430399309976708
0.15,10,0.016576945771471858,0.23777363333298643,0.1287514884242969
0.15,10.25,0.017186848546883,0.22914937509451233,0.1310986214530229
0.15,10.5,0.017625963088910887,0.23180707025530944,0.13276280762665005
0.22,3,0.04635920361390008,0.31589854020674146,0.21531187522730855
0.22,3.25,0.04236527150040102,0.30750161866353815,0.20582825729331
0.22,3.5,0.03936918346386994,0.3009816589494373,0.19841669149512078
0.22,3.75,0.03489060542405659,0.2851871773025974,0.18679027122432418
0.22,4,0.032130347509542696,0.2750738340676957,0.17924940030455527
0.22,4.25,0.0287643801119059,0.26470425498967526,0.1696006489135755
0.22,4.5,0.025699821105970425,0.2528901374394002,0.16031163746269458
0.22,4.75,0.023533539808431994,0.24174766249550955,0.15340645295564329
0.22,5,0.02157483613508772,0.2334643763118208,0.1468837504119762
0.22,5.25,0.01955962192163456,0.2227966688857279,0.13985571823001933
0.22,5.5,0.017930484847664466,0.21257373989262324,0.13390476036222337
0.22,5.75,0.017096151490587085,0.20982564172127555,0.13075225233466184
0.22,6,0.015893558166581775,0.1997913313728936,0.1260696560104047
0.22,6.25,0.015139834846584642,0.19641147106126478,0.12304403620893067
0.22,6.5,0.01450121159454853,0.19365126733304155,0.12042097655536817
0.22,6.75,0.01389594783010362,0.19676182982162285,0.1178810749446391
0.22,7,0.013760061012046992,0.193682429816652,0.11730328645032496
0.22,7.25,0.013194048209210097,0.19640347278702006,0.11486534816562433
0.22,7.5,0.013101364162096335,0.1991612873792745,0.11446119063724759
0.22,7.75,0.013453664818151394,0.2055924263872535,0.11598993412426525
0.22,8,0.013332637140442735,0.20407114029634116,0.11546703919492668
